Wall time,Step,Value
1591103536.5040295,1,0.0
1591103537.3245988,2,0.0
1591103538.1076357,3,-0.6666666865348816
1591103538.9032774,4,-0.25
1591103539.6918902,5,0.4000000059604645
1591103540.478764,6,0.5
1591103541.2793696,7,0.7142857313156128
1591103542.0254216,8,0.625
1591103542.7927787,9,0.6666666865348816
1591103543.588241,10,0.6000000238418579
1591103544.3363736,11,0.6363636255264282
1591103545.105259,12,0.6666666865348816
1591103545.8718956,13,0.6153846383094788
1591103546.7617173,14,0.5
1591103547.6370406,15,0.4000000059604645
1591103548.5467615,16,0.5
1591103549.4842498,17,0.47058823704719543
1591103550.3846877,18,0.6111111044883728
1591103551.166145,19,0.5263158082962036
1591103551.942926,20,0.550000011920929
1591103552.7070737,21,0.4761904776096344
1591103553.4982648,22,0.4545454680919647
1591103554.4201953,23,0.3913043439388275
1591103555.3075058,24,0.25
1591103556.1335597,25,0.23999999463558197
1591103556.9039438,26,0.3461538553237915
1591103557.7138572,27,0.29629629850387573
1591103558.4820142,28,0.2857142984867096
1591103559.2548885,29,0.27586206793785095
1591103560.0280235,30,0.2666666805744171
1591103560.8895664,31,0.22580644488334656
1591103561.748233,32,0.25
1591103562.6554484,33,0.24242424964904785
1591103563.542511,34,0.29411765933036804
1591103564.3927286,35,0.2571428716182709
1591103565.2315106,36,0.3055555522441864
1591103566.0399244,37,0.3513513505458832
1591103566.839655,38,0.3684210479259491
1591103567.6203947,39,0.38461539149284363
1591103568.4070063,40,0.375
1591103569.2060938,41,0.4878048896789551
1591103570.019386,42,0.4761904776096344
1591103570.8270695,43,0.4883720874786377
1591103571.6323764,44,0.47727271914482117
1591103572.4270785,45,0.3777777850627899
1591103573.2450757,46,0.3478260934352875
1591103574.0466533,47,0.42553192377090454
1591103574.838503,48,0.4375
1591103575.6328406,49,0.44897958636283875
1591103576.4209461,50,0.47999998927116394
1591103577.2186434,51,0.4901960790157318
1591103578.009104,52,0.5
1591103578.7958236,53,0.49056604504585266
1591103579.617711,54,0.5185185074806213
1591103580.4224806,55,0.5090909004211426
1591103581.2425559,56,0.5178571343421936
1591103582.0898106,57,0.5789473652839661
1591103582.9210813,58,0.6206896305084229
1591103583.8363817,59,0.6101694703102112
1591103584.7641609,60,0.6000000238418579
1591103585.6659844,61,0.5901639461517334
1591103586.5113952,62,0.6129032373428345
1591103587.3376164,63,0.6190476417541504
1591103588.1389296,64,0.625
1591103588.9308193,65,0.6307692527770996
1591103589.7451885,66,0.6515151262283325
1591103590.549976,67,0.6567164063453674
1591103591.3436165,68,0.7058823704719543
1591103592.1551123,69,0.7101449370384216
1591103592.9666004,70,0.699999988079071
1591103593.7655983,71,0.6901408433914185
1591103594.57417,72,0.6666666865348816
1591103595.4341178,73,0.6575342416763306
1591103596.24736,74,0.662162184715271
1591103597.0753715,75,0.653333306312561
1591103597.997643,76,0.6447368264198303
1591103598.8779697,77,0.6363636255264282
1591103599.9017844,78,0.6666666865348816
1591103600.8609319,79,0.6708860993385315
1591103601.7313395,80,0.7124999761581421
1591103602.575985,81,0.7160493731498718
1591103603.4623713,82,0.7682926654815674
1591103604.3213959,83,0.7710843086242676
1591103605.1722772,84,0.761904776096344
1591103605.988354,85,0.7647058963775635
1591103606.833287,86,0.7790697813034058
1591103607.6660361,87,0.7816091775894165
1591103608.5309606,88,0.7840909361839294
1591103609.5418408,89,0.7865168452262878
1591103610.4270608,90,0.8111110925674438
1591103611.3409438,91,0.8131868243217468
1591103612.289607,92,0.8152173757553101
1591103613.1984668,93,0.8064516186714172
1591103614.0941758,94,0.8191489577293396
1591103614.914563,95,0.821052610874176
1591103615.7344887,96,0.8229166865348816
1591103616.5565155,97,0.8350515365600586
1591103617.3759928,98,0.8265306353569031
1591103618.1976497,99,0.8282828330993652
1591103619.017409,100,0.8299999833106995
1591103619.8376415,101,0.8399999737739563
1591103620.6596096,102,0.8700000047683716
1591103621.4960763,103,0.9200000166893005
1591103622.3130906,104,0.9100000262260437
1591103623.162978,105,0.8899999856948853
1591103624.0047593,106,0.8700000047683716
1591103624.9505935,107,0.8600000143051147
1591103625.8455698,108,0.8799999952316284
1591103626.6785536,109,0.8700000047683716
1591103627.6999567,110,0.8700000047683716
1591103628.7825031,111,0.8700000047683716
1591103629.695542,112,0.9100000262260437
1591103630.540782,113,0.9700000286102295
1591103631.416801,114,0.9900000095367432
1591103632.339631,115,1.0399999618530273
1591103633.1937623,116,1.0399999618530273
1591103634.0771058,117,1.1100000143051147
1591103634.9975893,118,1.1100000143051147
1591103635.887005,119,1.1799999475479126
1591103636.8101325,120,1.2200000286102295
1591103637.6732128,121,1.2400000095367432
1591103638.528168,122,1.2899999618530273
1591103639.3415976,123,1.3200000524520874
1591103640.152012,124,1.3700000047683716
1591103641.03686,125,1.3899999856948853
1591103641.8674123,126,1.3700000047683716
1591103642.6753342,127,1.4199999570846558
1591103643.4901152,128,1.4600000381469727
1591103644.2914338,129,1.4800000190734863
1591103645.1015165,130,1.5299999713897705
1591103645.9172878,131,1.559999942779541
1591103646.7296398,132,1.5499999523162842
1591103647.5440729,133,1.5700000524520874
1591103648.3580792,134,1.5700000524520874
1591103649.1717355,135,1.6200000047683716
1591103649.9880347,136,1.690000057220459
1591103650.7963042,137,1.7100000381469727
1591103651.611137,138,1.7300000190734863
1591103652.4556456,139,1.75
1591103653.2979252,140,1.7699999809265137
1591103654.2126365,141,1.7699999809265137
1591103655.135264,142,1.840000033378601
1591103655.96537,143,1.8700000047683716
1591103656.7892854,144,1.899999976158142
1591103657.6131766,145,1.9900000095367432
1591103658.4475234,146,2.0299999713897705
1591103659.2622216,147,2.0199999809265137
1591103660.0785666,148,2.0
1591103660.8895388,149,2.009999990463257
1591103661.7151937,150,2.069999933242798
1591103662.5346484,151,2.049999952316284
1591103663.3586664,152,2.0799999237060547
1591103664.2707648,153,2.140000104904175
1591103665.1821678,154,2.109999895095825
1591103666.0394921,155,2.0999999046325684
1591103666.967175,156,2.180000066757202
1591103667.8826306,157,2.2200000286102295
1591103668.7823763,158,2.2100000381469727
1591103669.616602,159,2.25
1591103670.4580019,160,2.2699999809265137
1591103671.3100111,161,2.2899999618530273
1591103672.1529431,162,2.3399999141693115
1591103672.9854863,163,2.380000114440918
1591103673.8298194,164,2.440000057220459
1591103674.6663628,165,2.4700000286102295
1591103675.5058784,166,2.4800000190734863
1591103676.3692183,167,2.5399999618530273
1591103677.2468994,168,2.5799999237060547
1591103678.1116388,169,2.609999895095825
1591103679.0083866,170,2.6500000953674316
1591103679.9037433,171,2.690000057220459
1591103680.790508,172,2.7799999713897705
1591103681.808704,173,2.819999933242798
1591103683.0387878,174,2.859999895095825
1591103684.3448527,175,2.940000057220459
1591103685.5580168,176,2.9600000381469727
1591103686.6680424,177,2.9800000190734863
1591103687.6865742,178,2.9800000190734863
1591103688.603445,179,2.9800000190734863
1591103689.5223925,180,3.0199999809265137
1591103690.4483037,181,3.059999942779541
1591103691.3729036,182,3.0199999809265137
1591103692.327398,183,3.049999952316284
1591103693.28693,184,3.140000104904175
1591103694.1959493,185,3.190000057220459
1591103695.0973463,186,3.2899999618530273
1591103695.9960322,187,3.359999895095825
1591103696.892041,188,3.430000066757202
1591103697.8128057,189,3.5199999809265137
1591103698.7313228,190,3.5399999618530273
1591103699.7694192,191,3.609999895095825
1591103700.7231138,192,3.680000066757202
1591103701.747415,193,3.7300000190734863
1591103702.8051298,194,3.7799999713897705
1591103703.9178228,195,3.809999942779541
1591103704.9014964,196,3.880000114440918
1591103705.8786461,197,3.880000114440918
1591103706.855244,198,3.9600000381469727
1591103707.8449543,199,4.03000020980835
1591103708.855894,200,4.099999904632568
1591103709.8493695,201,4.159999847412109
1591103710.8018408,202,4.170000076293945
1591103711.7596722,203,4.130000114440918
1591103712.7650843,204,4.230000019073486
1591103713.7434945,205,4.269999980926514
1591103714.766345,206,4.389999866485596
1591103715.7696748,207,4.449999809265137
1591103716.7313423,208,4.510000228881836
1591103717.689855,209,4.579999923706055
1591103718.6523325,210,4.679999828338623
1591103719.6676557,211,4.730000019073486
1591103720.69919,212,4.800000190734863
1591103721.6788309,213,4.829999923706055
1591103722.6292481,214,4.900000095367432
1591103723.5914383,215,4.949999809265137
1591103724.7446268,216,4.989999771118164
1591103725.861744,217,5.039999961853027
1591103726.9928436,218,5.079999923706055
1591103728.0594363,219,5.119999885559082
1591103729.053152,220,5.150000095367432
1591103730.1979165,221,5.21999979019165
1591103731.2456455,222,5.230000019073486
1591103732.3263905,223,5.320000171661377
1591103733.3958886,224,5.320000171661377
1591103734.3404016,225,5.409999847412109
1591103735.3065567,226,5.46999979019165
1591103736.2961395,227,5.5
1591103737.2072666,228,5.559999942779541
1591103738.1429403,229,5.650000095367432
1591103739.2320378,230,5.630000114440918
1591103740.2697155,231,5.71999979019165
1591103741.2633438,232,5.769999980926514
1591103742.261685,233,5.820000171661377
